,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,22858023.52,22213201.36,644822.16,CNY
1,酒店经营、物业管理收入,53810468.63,9558360.6,44252108.03,CNY
2,环保业务收入,454253738.38,152710447.94,301543290.44,CNY
