,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,invturn_days,arturn_days,inv_turn,ar_turn,ca_turn,fa_turn,assets_turn,op_income,valuechange_income,interst_income,daa,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,roe_avg,opincome_of_ebt,investincome_of_ebt,n_op_profit_of_ebt,tax_to_ebt,dtprofit_to_profit,salescash_to_or,ocf_to_or,ocf_to_opincome,capitalized_to_da,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,ocf_to_interestdebt,ocf_to_netdebt,ebit_to_interest,longdebt_to_workingcapital,ebitda_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_prefin_exp,non_op_profit,op_to_ebt,nop_to_ebt,ocf_to_profit,cash_to_liqdebt,cash_to_liqdebt_withinterest,op_to_liqdebt,op_to_debt,roic_yearly,profit_to_op,q_opincome,q_investincome,q_dtprofit,q_eps,q_netprofit_margin,q_gsprofit_margin,q_exp_to_sales,q_profit_to_gr,q_saleexp_to_gr,q_adminexp_to_gr,q_finaexp_to_gr,q_impair_to_gr_ttm,q_gc_to_gr,q_op_to_gr,q_roe,q_dt_roe,q_npta,q_opincome_to_ebt,q_investincome_to_ebt,q_dtprofit_to_profit,q_salescash_to_or,q_ocf_to_sales,q_ocf_to_or,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_gr_yoy,q_gr_qoq,q_sales_yoy,q_sales_qoq,q_op_yoy,q_op_qoq,q_profit_yoy,q_profit_qoq,q_netprofit_yoy,q_netprofit_qoq,equity_yoy,rd_exp
0,20190404,20181231,0.0226,0.0226,8.2233,8.2233,1.6519,0.3135,-0.0093,113555555.97,-100020200.42,981745653.12,1.0775,0.4633,0.4143,269.4006,158.1931,1.3363,2.2757,0.8422,3.7893,0.6632,-70543054.37,5576780.34,84551489.73,188835042.42,133213155.17,322048197.59,-378551725.9041,71485912.3659,3735206785.33,111105287.91,2070991199.12,1856049248.2,1595745223.72,450039880.14,2306089128.34,3990340596.19,181948070.37,0.0226,2.9663,-0.4909,0.3042,-0.0064,0.2227,-0.6329,0.1195,0.6495,19.9588,80.0412,20.4222,0.6495,7.0657,11.9287,1.4278,0.3088,101.4341,0.7146,2.7082,0.7662,0.77,-5.6618,1.7961,0.4307,2.3451,0.7662,1.7961,-5.66,-144.9664,11.4603,27.7698,34.3511,-738.9551,1.0769,-0.0597,,0.3676,75.508,4.083,4.1984,79.833,20.167,20.3626,51.9001,44.4652,98.1224,1.8776,-0.0506,3.083,0.2999,0.8567,0.2697,0.7705,0.8598,-0.0496,-0.1418,-0.1582,1.5755,0.2469,0.0544,427.5937,0.4307,0.1825,1345208125.32,105380769.83,13513264.16,72.2302,27.7698,-835.4696,0.037,0.1038,0.0061,0.0059,2.3451,0.9893,1552501.4,4361498.42,-28200007.59,0.0837,3.1055,23.1261,17.3137,3.1055,8.1387,7.6945,1.4806,-0.5488,99.9124,3.6641,2.8575,-1.6099,0.6894,2.1377,6.0055,-56.3402,102.4987,1.2677,1446.9261,43.949,43.949,-715.9348,-1.8203,10.6097,43.7828,-33.15,-715.7187,42.5289,0.8808,12.0003,0.8797,23.1608,23.1608,-2.3118,36.7018,-2.3118,36.7018,-52.1463,13.9325,-61.8204,-1.5956,-63.0249,7.9411,0.8797,246196763.04
