,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,石油机械,2094627743.49,500735966.03,1593891777.46,CNY
1,钻头系列销售,774822193.26,239485020.11,535337173.15,CNY
2,油气管道,1532043213.65,189987655.01,1342055558.64,CNY
3,其他主营业务,517358605.61,51537011.97,465821593.64,CNY
