,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他主营业务,23815309.03,20787708.37,3027600.66,CNY
1,物业管理,8001149.23,1526319.15,6474830.08,CNY
2,租赁收入,78479475.77,48352004.99,30127470.78,CNY
3,地产销售业务,8837271978.57,2692666500.94,6144605477.63,CNY
4,地产业务,8837271978.57,2692666500.94,6144605477.63,CNY
