,ann_date,end_date,revenue,operate_profit,total_profit,n_income,total_assets,total_hldr_eqy_exc_min_int,diluted_eps,diluted_roe,yoy_net_profit,bps,yoy_sales,yoy_op,yoy_tp,yoy_dedu_np,yoy_eps,yoy_roe,growth_assets,yoy_equity,growth_bps,or_last_year,op_last_year,tp_last_year,np_last_year,eps_last_year,open_net_assets,open_bps,perf_summary,is_audit,remark
0,20190221,20181231,1439222613.33,-181759641.32,-180441734.18,-202395931.15,1715824666.12,901012571.61,-0.34,-17.44,110902876.42,,,,,,,,,,,,,,,,,,,0,
