,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,聚氯乙烯,10289466832.13,2787885368.02,7501581464.11,CNY
1,氯碱类产品,3231957550.99,1915601641.11,1316355909.88,CNY
2,电,46122673.12,-11551683.25,57674356.37,CNY
3,粘胶纤维,2985186964.22,834490312.38,2150696651.84,CNY
4,纱线,4746389556.85,762826444.3,3983563112.55,CNY
5,贸易收入,47242949563.11,1008025329.5,46234924233.61,CNY
6,物流运输,1086624450.09,100150699.33,986473750.76,CNY
7,其他业务,593932279.36,399501168.48,194431110.88,CNY
