,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,商品房,7386107328.13,3624588803.36,3761518524.77,CNY
1,物业服务,260512401.69,85156819.47,175355582.22,CNY
2,酒店餐饮业,390947602.78,78341305.24,312606297.54,CNY
3,工程施工,21265178.45,-215597.52,21480775.97,CNY
4,内部抵销,-116720068.6,-48633219.33,-68086849.27,CNY
