,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,-50000.0,-28000.0,-22000.0,CNY
1,运营商网络,57075800000.0,23040100000.0,34035700000.0,CNY
2,政企业务,9227800000.0,2698500000.0,6529300000.0,CNY
3,消费者业务,19209600000.0,2407000000.0,16802600000.0,CNY
