,ann_date,f_ann_date,end_date,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,20190326,20190326,20181231,11039152001.0,8005627653.57,91724850747.76,47393246041.44,,188417446836.14,11900806302.82,2558430.72,1586180764.1,244294204747.7,75950895073.34,27329808.99,2608382.06,750302627438.8,,,,,,,,,14587657410.01,1295071856292.37,,,129527655772.47,54055784751.5,,,,11533798650.31,1913007479.18,,,,,4952584999.04,,217109245.26,5044308633.85,15749204673.5,,7825131133.04,233507500182.44,,,,10782930.4,,,,,,,,,,,,,1528579356474.81,120929055439.4,10101917384.71,,,,,,,253965141.13,,,5770851836.95,18730860802.2,1463669944.73,453153103.08,225514392272.12,,,,,,,,69092413016.12,55592689788.42,1121913936785.61,47095145785.83,,,143527842.81,538912419.39,,2338048204.19,171044689691.62,,631226970.86,,,,,,,,,,,,,,,1292958626477.23,,,,,79856598453.15,155764131544.43,235620729997.58,1528579356474.81,,-2398744899.34,,,,,,,6624631369.45,
1,20190326,20190326,20181231,11039152001.0,8005627653.57,91724850747.76,47393246041.44,,188417446836.14,11900806302.82,2558430.72,1586180764.1,,75950895073.34,,,750302627438.8,,,,,,,,,14587657410.01,1295071856292.37,,,129527655772.47,54055784751.5,,,,11533798650.31,1913007479.18,,,,,4952584999.04,,217109245.26,5044308633.85,15749204673.5,,7825131133.04,233507500182.44,,,,10782930.4,,,,,,,,,,,,,1528579356474.81,120929055439.4,10101917384.71,,,,,,,253965141.13,,,5770851836.95,18730860802.2,1463669944.73,453153103.08,225514392272.12,,,,,,,,69092413016.12,55592689788.42,1121913936785.61,47095145785.83,,,143527842.81,538912419.39,,2338048204.19,171044689691.62,,631226970.86,,,,,,,,,,,,,,,1292958626477.23,,,,,79856598453.15,155764131544.43,235620729997.58,1528579356474.81,,-2398744899.34,,,,,,,6624631369.45,
