,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,3262557336.47,2214192550.75,1048364785.72,CNY
1,房地产,284621125354.51,107535217015.46,177085908339.05,CNY
2,物业管理,9795648412.21,1825697295.17,7969951117.04,CNY
