,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,448657980.0,73484188.67,375173791.33,CNY
1,汽车轮合金轮毂,4448981725.69,859019625.03,3589962100.66,CNY
2,摩轮,2272974985.43,422216932.16,1850758053.27,CNY
3,镁合金压铸产品,2732890629.43,579623469.4,2153267160.03,CNY
4,涂复加工,343396933.92,148281795.3,195115138.62,CNY
5,金属铸件,260178639.2,76001942.57,184176696.63,CNY
6,冲压零部件,497988798.92,125021911.86,372966887.06,CNY
