,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,工程结算收入,7473791242.14,829736415.75,6644054826.39,CNY
1,国内外贸易,679062414.89,71259601.73,607802813.16,CNY
2,服务收入,192176374.87,64208625.32,127967749.55,CNY
3,其他业务,21796167.53,8321223.7,13474943.83,CNY
