,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,铝锭、铝棒,5251591960.13,8222660.93,5243369299.2,CNY
1,型材,1706218647.83,230771693.89,1475446953.94,CNY
2,板材,683788772.46,41110042.21,642678730.25,CNY
3,粉末涂料,31243863.78,6579730.46,24664133.32,CNY
4,铜/锌等贸易及其他,6138953881.0,1706616.45,6137247264.55,CNY
5,铝模板租赁,5825664.51,2347232.87,3478431.64,CNY
6,铝单板销售,6252526.95,792116.62,5460410.33,CNY
7,医疗器械,495893702.99,219505626.05,276388076.94,CNY
8,其他业务,15541449.2,11241945.8,4299503.4,CNY
