,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,客房,22731299.15,13424181.54,9307117.61,CNY
1,餐饮,3710750.32,1737193.39,1973556.93,CNY
2,其他业务,3073542.86,2599019.3,474523.56,CNY
