,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,18975125.03,11734694.99,7240430.04,CNY
1,技术咨询规划服务,150605603.32,31402203.56,119203399.76,CNY
2,环保设备及材料,36317648.77,13035912.13,23281736.64,CNY
