,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,汽油,1858460818.84,223387332.55,1635073486.29,CNY
1,柴油,1006899906.78,24838089.74,982061817.04,CNY
2,液化气(天然气),13184173.05,852138.07,12332034.98,CNY
3,非油品,195243374.64,17741998.84,177501375.8,CNY
4,其他主营业务,3734602.86,2046819.43,1687783.43,CNY
