,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,物业管理,21787861.61,9128731.87,12659129.74,CNY
1,物业租赁及管理,36619071.23,23678491.73,12940579.5,CNY
2,商品贸易(钛矿产品),70766847.41,3180285.52,67586561.89,CNY
3,其他业务,6009228.21,6006028.21,3200.0,CNY
4,旅游饮食,84702714.86,70054047.74,14648667.12,CNY
5,物业租赁,14831209.62,14549759.86,281449.76,CNY
