,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,集装箱业务,31536221000.0,2963421000.0,28572800000.0,CNY
1,道路运输车辆,24399718000.0,3404709000.0,20995009000.0,CNY
2,能源化工设备业务,14162800000.0,2667393000.0,11495407000.0,CNY
3,海洋工程业务,2433598000.0,,,CNY
4,空港设备业务,4671147000.0,,,CNY
5,物流服务,8628262000.0,,,CNY
6,金融,2092384000.0,,,CNY
7,产城,2893205000.0,,,CNY
8,重卡,2487666000.0,,,CNY
9,其他主营业务,4231489000.0,,,CNY
10,内部抵销,-4038868000.0,,,CNY
