,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,金红石型钛白粉,2940803492.14,890136449.85,2050667042.29,CNY
1,氧化铁,100963051.69,7209501.1,93753550.59,CNY
2,其他业务,47116042.91,20906039.0,26210003.91,CNY
