,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,饲料,39419164029.8,3002022091.35,36417141938.45,CNY
1,禽产业,18646775122.91,1592228085.98,17054547036.93,CNY
2,猪产业,3224934963.36,523449900.94,2701485062.42,CNY
3,食品,5434898728.49,702167097.63,4732731630.86,CNY
4,商贸,1703364194.81,135925601.73,1567438593.08,CNY
5,其他主营业务,634088254.55,74103720.17,559984534.38,CNY
6,商贸,1703364194.81,135925601.73,1567438593.08,CNY
