,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,86239404.74,77383795.41,8855609.33,CNY
1,销售商品,2462775149.83,408603317.13,2054171832.7,CNY
2,提供劳务,2450924.96,1248928.45,1201996.51,CNY
