,ts_code,symbol,name,area,industry,fullname,market,list_date
811,002350.SZ,002350,北京科锐,北京,电气设备,北京科锐配电自动化股份有限公司,中小板,20100203
812,002351.SZ,002351,漫步者,深圳,电脑设备,深圳市漫步者科技股份有限公司,中小板,20100205
813,002352.SZ,002352,顺丰控股,深圳,仓储物流,顺丰控股股份有限公司,中小板,20100205
814,002353.SZ,002353,杰瑞股份,山东,化工机械,烟台杰瑞石油服务集团股份有限公司,中小板,20100205
815,002354.SZ,002354,天神娱乐,辽宁,互联网,大连天神娱乐股份有限公司,中小板,20100209
816,002355.SZ,002355,兴民智通,山东,汽车配件,兴民智通(集团)股份有限公司,中小板,20100209
817,002356.SZ,002356,*ST赫美,深圳,其他商业,深圳赫美集团股份有限公司,中小板,20100209
818,002357.SZ,002357,富临运业,四川,公路,四川富临运业集团股份有限公司,中小板,20100210
819,002358.SZ,002358,森源电气,河南,电气设备,河南森源电气股份有限公司,中小板,20100210
820,002359.SZ,002359,*ST北讯,深圳,通信设备,北讯集团股份有限公司,中小板,20100210
821,002360.SZ,002360,同德化工,山西,化工原料,山西同德化工股份有限公司,中小板,20100303
822,002361.SZ,002361,神剑股份,安徽,化工原料,安徽神剑新材料股份有限公司,中小板,20100303
823,002362.SZ,002362,汉王科技,北京,电脑设备,汉王科技股份有限公司,中小板,20100303
824,002363.SZ,002363,隆基机械,山东,汽车配件,山东隆基机械股份有限公司,中小板,20100305
825,002364.SZ,002364,中恒电气,浙江,电气设备,杭州中恒电气股份有限公司,中小板,20100305
826,002365.SZ,002365,永安药业,湖北,化学制药,潜江永安药业股份有限公司,中小板,20100305
827,002366.SZ,002366,台海核电,四川,专用机械,台海玛努尔核电设备股份有限公司,中小板,20100312
828,002367.SZ,002367,康力电梯,江苏,运输设备,康力电梯股份有限公司,中小板,20100312
829,002368.SZ,002368,太极股份,北京,软件服务,太极计算机股份有限公司,中小板,20100312
830,002369.SZ,002369,卓翼科技,深圳,通信设备,深圳市卓翼科技股份有限公司,中小板,20100316
831,002370.SZ,002370,亚太药业,浙江,化学制药,浙江亚太药业股份有限公司,中小板,20100316
832,002371.SZ,002371,北方华创,北京,专用机械,北方华创科技集团股份有限公司,中小板,20100316
833,002372.SZ,002372,伟星新材,浙江,其他建材,浙江伟星新型建材股份有限公司,中小板,20100318
834,002373.SZ,002373,千方科技,北京,软件服务,北京千方科技股份有限公司,中小板,20100318
835,002374.SZ,002374,丽鹏股份,山东,建筑施工,山东丽鹏股份有限公司,中小板,20100318
836,002375.SZ,002375,亚厦股份,浙江,装修装饰,浙江亚厦装饰股份有限公司,中小板,20100323
837,002376.SZ,002376,新北洋,山东,电脑设备,山东新北洋信息技术股份有限公司,中小板,20100323
838,002377.SZ,002377,国创高新,湖北,石油加工,湖北国创高新材料股份有限公司,中小板,20100323
839,002378.SZ,002378,章源钨业,江西,小金属,崇义章源钨业股份有限公司,中小板,20100331
840,002379.SZ,002379,宏创控股,山东,铝,山东宏创铝业控股股份有限公司,中小板,20100331
841,002380.SZ,002380,科远股份,江苏,电气设备,南京科远自动化集团股份有限公司,中小板,20100331
842,002381.SZ,002381,双箭股份,浙江,橡胶,浙江双箭橡胶股份有限公司,中小板,20100402
843,002382.SZ,002382,蓝帆医疗,山东,医疗保健,蓝帆医疗股份有限公司,中小板,20100402
844,002383.SZ,002383,合众思壮,北京,通信设备,北京合众思壮科技股份有限公司,中小板,20100402
845,002384.SZ,002384,东山精密,江苏,通信设备,苏州东山精密制造股份有限公司,中小板,20100409
846,002385.SZ,002385,大北农,北京,饲料,北京大北农科技集团股份有限公司,中小板,20100409
847,002386.SZ,002386,天原集团,四川,化工原料,宜宾天原集团股份有限公司,中小板,20100409
848,002387.SZ,002387,维信诺,广东,元器件,维信诺科技股份有限公司,中小板,20100413
849,002388.SZ,002388,新亚制程,深圳,元器件,深圳市新亚电子制程股份有限公司,中小板,20100413
850,002389.SZ,002389,航天彩虹,浙江,元器件,航天彩虹无人机股份有限公司,中小板,20100413
851,002390.SZ,002390,信邦制药,贵州,中成药,贵州信邦制药股份有限公司,中小板,20100416
852,002391.SZ,002391,长青股份,江苏,农药化肥,江苏长青农化股份有限公司,中小板,20100416
853,002392.SZ,002392,北京利尔,北京,其他建材,北京利尔高温材料股份有限公司,中小板,20100423
854,002393.SZ,002393,力生制药,天津,化学制药,天津力生制药股份有限公司,中小板,20100423
855,002394.SZ,002394,联发股份,江苏,纺织,江苏联发纺织股份有限公司,中小板,20100423
856,002395.SZ,002395,双象股份,江苏,塑料,无锡双象超纤材料股份有限公司,中小板,20100429
857,002396.SZ,002396,星网锐捷,福建,通信设备,福建星网锐捷通讯股份有限公司,中小板,20100623
858,002397.SZ,002397,梦洁股份,湖南,纺织,湖南梦洁家纺股份有限公司,中小板,20100429
859,002398.SZ,002398,建研集团,福建,其他建材,厦门市建筑科学研究院集团股份有限公司,中小板,20100506
860,002399.SZ,002399,海普瑞,深圳,化学制药,深圳市海普瑞药业集团股份有限公司,中小板,20100506
861,002400.SZ,002400,省广集团,广东,广告包装,广东省广告集团股份有限公司,中小板,20100506
862,002401.SZ,002401,中远海科,上海,软件服务,中远海运科技股份有限公司,中小板,20100506
863,002402.SZ,002402,和而泰,深圳,元器件,深圳和而泰智能控制股份有限公司,中小板,20100511
864,002403.SZ,002403,爱仕达,浙江,家用电器,浙江爱仕达电器股份有限公司,中小板,20100511
865,002404.SZ,002404,嘉欣丝绸,浙江,纺织,浙江嘉欣丝绸股份有限公司,中小板,20100511
866,002405.SZ,002405,四维图新,北京,软件服务,北京四维图新科技股份有限公司,中小板,20100518
867,002406.SZ,002406,远东传动,河南,汽车配件,许昌远东传动轴股份有限公司,中小板,20100518
868,002407.SZ,002407,多氟多,河南,化工原料,多氟多化工股份有限公司,中小板,20100518
869,002408.SZ,002408,齐翔腾达,山东,化工原料,淄博齐翔腾达化工股份有限公司,中小板,20100518
870,002409.SZ,002409,雅克科技,江苏,化工原料,江苏雅克科技股份有限公司,中小板,20100525
871,002410.SZ,002410,广联达,北京,软件服务,广联达科技股份有限公司,中小板,20100525
872,002411.SZ,002411,延安必康,陕西,化学制药,延安必康制药股份有限公司,中小板,20100525
873,002412.SZ,002412,汉森制药,湖南,中成药,湖南汉森制药股份有限公司,中小板,20100525
874,002413.SZ,002413,雷科防务,江苏,通信设备,江苏雷科防务科技股份有限公司,中小板,20100528
875,002414.SZ,002414,高德红外,湖北,电器仪表,武汉高德红外股份有限公司,中小板,20100716
876,002415.SZ,002415,海康威视,浙江,电器仪表,杭州海康威视数字技术股份有限公司,中小板,20100528
877,002416.SZ,002416,爱施德,深圳,电器连锁,深圳市爱施德股份有限公司,中小板,20100528
878,002417.SZ,002417,深南股份,江苏,多元金融,深南金科股份有限公司,中小板,20100601
879,002418.SZ,002418,康盛股份,浙江,机械基件,浙江康盛股份有限公司,中小板,20100601
880,002419.SZ,002419,天虹股份,深圳,百货,天虹商场股份有限公司,中小板,20100601
881,002420.SZ,002420,*ST毅昌,广东,塑料,广州毅昌科技股份有限公司,中小板,20100601
882,002421.SZ,002421,达实智能,深圳,软件服务,深圳达实智能股份有限公司,中小板,20100603
883,002422.SZ,002422,科伦药业,四川,化学制药,四川科伦药业股份有限公司,中小板,20100603
884,002423.SZ,002423,中原特钢,河南,特种钢,中原特钢股份有限公司,中小板,20100603
885,002424.SZ,002424,贵州百灵,贵州,中成药,贵州百灵企业集团制药股份有限公司,中小板,20100603
886,002425.SZ,002425,凯撒文化,广东,互联网,凯撒(中国)文化股份有限公司,中小板,20100608
887,002426.SZ,002426,胜利精密,江苏,元器件,苏州胜利精密制造科技股份有限公司,中小板,20100608
888,002427.SZ,002427,*ST尤夫,浙江,化纤,浙江尤夫高新纤维股份有限公司,中小板,20100608
889,002428.SZ,002428,云南锗业,云南,小金属,云南临沧鑫圆锗业股份有限公司,中小板,20100608
890,002429.SZ,002429,兆驰股份,深圳,家用电器,深圳市兆驰股份有限公司,中小板,20100610
891,002430.SZ,002430,杭氧股份,浙江,化工机械,杭州杭氧股份有限公司,中小板,20100610
892,002431.SZ,002431,棕榈股份,广东,建筑施工,棕榈生态城镇发展股份有限公司,中小板,20100610
893,002432.SZ,002432,九安医疗,天津,医疗保健,天津九安医疗电子股份有限公司,中小板,20100610
894,002433.SZ,002433,太安堂,广东,中成药,广东太安堂药业股份有限公司,中小板,20100618
895,002434.SZ,002434,万里扬,浙江,汽车配件,浙江万里扬股份有限公司,中小板,20100618
896,002435.SZ,002435,长江润发,江苏,化学制药,长江润发医药股份有限公司,中小板,20100618
897,002436.SZ,002436,兴森科技,深圳,元器件,深圳市兴森快捷电路科技股份有限公司,中小板,20100618
898,002437.SZ,002437,誉衡药业,黑龙江,化学制药,哈尔滨誉衡药业股份有限公司,中小板,20100623
899,002438.SZ,002438,江苏神通,江苏,机械基件,江苏神通阀门股份有限公司,中小板,20100623
900,002439.SZ,002439,启明星辰,北京,软件服务,启明星辰信息技术集团股份有限公司,中小板,20100623
901,002440.SZ,002440,闰土股份,浙江,染料涂料,浙江闰土股份有限公司,中小板,20100706
902,002441.SZ,002441,众业达,广东,批发业,众业达电气股份有限公司,中小板,20100706
903,002442.SZ,002442,龙星化工,河北,化工原料,龙星化工股份有限公司,中小板,20100706
904,002443.SZ,002443,金洲管道,浙江,钢加工,浙江金洲管道科技股份有限公司,中小板,20100706
905,002444.SZ,002444,巨星科技,浙江,轻工机械,杭州巨星科技股份有限公司,中小板,20100713
906,002445.SZ,002445,ST中南,江苏,影视音像,中南红文化集团股份有限公司,中小板,20100713
907,002446.SZ,002446,盛路通信,广东,通信设备,广东盛路通信科技股份有限公司,中小板,20100713
908,002447.SZ,002447,晨鑫科技,辽宁,互联网,大连晨鑫网络科技股份有限公司,中小板,20100713
909,002448.SZ,002448,中原内配,河南,汽车配件,中原内配集团股份有限公司,中小板,20100716
910,002449.SZ,002449,国星光电,广东,半导体,佛山市国星光电股份有限公司,中小板,20100716
911,002450.SZ,002450,*ST康得,江苏,化工原料,康得新复合材料集团股份有限公司,中小板,20100716
912,002451.SZ,002451,摩恩电气,上海,电气设备,上海摩恩电气股份有限公司,中小板,20100720
913,002452.SZ,002452,长高集团,湖南,电气设备,湖南长高高压开关集团股份公司,中小板,20100720
914,002453.SZ,002453,华软科技,江苏,化工原料,金陵华软科技股份有限公司,中小板,20100720
915,002454.SZ,002454,松芝股份,上海,汽车配件,上海加冷松芝汽车空调股份有限公司,中小板,20100720
916,002455.SZ,002455,百川股份,江苏,化工原料,江苏百川高科新材料股份有限公司,中小板,20100803
917,002456.SZ,002456,欧菲光,深圳,元器件,欧菲光集团股份有限公司,中小板,20100803
918,002457.SZ,002457,青龙管业,宁夏,塑料,宁夏青龙管业股份有限公司,中小板,20100803
919,002458.SZ,002458,益生股份,山东,农业综合,山东益生种畜禽股份有限公司,中小板,20100810
920,002459.SZ,002459,天业通联,河北,工程机械,秦皇岛天业通联重工股份有限公司,中小板,20100810
921,002460.SZ,002460,赣锋锂业,江西,小金属,江西赣锋锂业股份有限公司,中小板,20100810
922,002461.SZ,002461,珠江啤酒,广东,啤酒,广州珠江啤酒股份有限公司,中小板,20100818
923,002462.SZ,002462,嘉事堂,北京,医药商业,嘉事堂药业股份有限公司,中小板,20100818
924,002463.SZ,002463,沪电股份,江苏,元器件,沪士电子股份有限公司,中小板,20100818
925,002464.SZ,002464,众应互联,江苏,互联网,众应互联科技股份有限公司,中小板,20100831
926,002465.SZ,002465,海格通信,广东,通信设备,广州海格通信集团股份有限公司,中小板,20100831
927,002466.SZ,002466,天齐锂业,四川,小金属,天齐锂业股份有限公司,中小板,20100831
928,002467.SZ,002467,二六三,北京,电信运营,二六三网络通信股份有限公司,中小板,20100908
929,002468.SZ,002468,申通快递,浙江,仓储物流,申通快递股份有限公司,中小板,20100908
930,002469.SZ,002469,三维工程,山东,建筑施工,山东三维石化工程股份有限公司,中小板,20100908
931,002470.SZ,002470,金正大,山东,农药化肥,金正大生态工程集团股份有限公司,中小板,20100908
932,002471.SZ,002471,中超控股,江苏,电气设备,江苏中超控股股份有限公司,中小板,20100910
933,002472.SZ,002472,双环传动,浙江,机械基件,浙江双环传动机械股份有限公司,中小板,20100910
934,002473.SZ,002473,圣莱达,浙江,家用电器,宁波圣莱达电器股份有限公司,中小板,20100910
935,002474.SZ,002474,榕基软件,福建,软件服务,福建榕基软件股份有限公司,中小板,20100915
936,002475.SZ,002475,立讯精密,深圳,元器件,立讯精密工业股份有限公司,中小板,20100915
937,002476.SZ,002476,宝莫股份,山东,化工原料,山东宝莫生物化工股份有限公司,中小板,20100915
938,002477.SZ,002477,*ST雏鹰,河南,农业综合,雏鹰农牧集团股份有限公司,中小板,20100915
939,002478.SZ,002478,常宝股份,江苏,钢加工,江苏常宝钢管股份有限公司,中小板,20100921
940,002479.SZ,002479,富春环保,浙江,火力发电,浙江富春江环保热电股份有限公司,中小板,20100921
941,002480.SZ,002480,新筑股份,四川,机械基件,成都市新筑路桥机械股份有限公司,中小板,20100921
942,002481.SZ,002481,双塔食品,山东,食品,烟台双塔食品股份有限公司,中小板,20100921
943,002482.SZ,002482,广田集团,深圳,装修装饰,深圳广田集团股份有限公司,中小板,20100929
944,002483.SZ,002483,润邦股份,江苏,工程机械,江苏润邦重工股份有限公司,中小板,20100929
945,002484.SZ,002484,江海股份,江苏,元器件,南通江海电容器股份有限公司,中小板,20100929
946,002485.SZ,002485,希努尔,山东,服饰,希努尔男装股份有限公司,中小板,20101015
947,002486.SZ,002486,嘉麟杰,上海,服饰,上海嘉麟杰纺织品股份有限公司,中小板,20101015
948,002487.SZ,002487,大金重工,辽宁,钢加工,辽宁大金重工股份有限公司,中小板,20101015
949,002488.SZ,002488,金固股份,浙江,汽车配件,浙江金固股份有限公司,中小板,20101021
950,002489.SZ,002489,浙江永强,浙江,家居用品,浙江永强集团股份有限公司,中小板,20101021
951,002490.SZ,002490,山东墨龙,山东,化工机械,山东墨龙石油机械股份有限公司,中小板,20101021
952,002491.SZ,002491,通鼎互联,江苏,通信设备,通鼎互联信息股份有限公司,中小板,20101021
953,002492.SZ,002492,恒基达鑫,广东,仓储物流,珠海恒基达鑫国际化工仓储股份有限公司,中小板,20101102
954,002493.SZ,002493,荣盛石化,浙江,化纤,荣盛石化股份有限公司,中小板,20101102
955,002494.SZ,002494,华斯股份,河北,服饰,华斯控股股份有限公司,中小板,20101102
956,002495.SZ,002495,佳隆股份,广东,食品,广东佳隆食品股份有限公司,中小板,20101102
957,002496.SZ,002496,辉丰股份,江苏,农药化肥,江苏辉丰生物农业股份有限公司,中小板,20101109
958,002497.SZ,002497,雅化集团,四川,化工原料,四川雅化实业集团股份有限公司,中小板,20101109
959,002498.SZ,002498,汉缆股份,山东,电气设备,青岛汉缆股份有限公司,中小板,20101109
960,002499.SZ,002499,*ST科林,江苏,环境保护,科林环保装备股份有限公司,中小板,20101109
961,002500.SZ,002500,山西证券,山西,证券,山西证券股份有限公司,中小板,20101115
962,002501.SZ,002501,*ST利源,吉林,铝,吉林利源精制股份有限公司,中小板,20101117
963,002502.SZ,002502,骅威文化,广东,影视音像,骅威文化股份有限公司,中小板,20101117
964,002503.SZ,002503,搜于特,广东,服饰,搜于特集团股份有限公司,中小板,20101117
965,002504.SZ,002504,弘高创意,北京,装修装饰,北京弘高创意建筑设计股份有限公司,中小板,20101118
966,002505.SZ,002505,大康农业,湖南,农业综合,湖南大康国际农业食品股份有限公司,中小板,20101118
967,002506.SZ,002506,协鑫集成,上海,电气设备,协鑫集成科技股份有限公司,中小板,20101118
968,002507.SZ,002507,涪陵榨菜,重庆,食品,重庆市涪陵榨菜集团股份有限公司,中小板,20101123
969,002508.SZ,002508,老板电器,浙江,家用电器,杭州老板电器股份有限公司,中小板,20101123
970,002509.SZ,002509,天广中茂,福建,专用机械,天广中茂股份有限公司,中小板,20101123
971,002510.SZ,002510,天汽模,天津,汽车配件,天津汽车模具股份有限公司,中小板,20101125
972,002511.SZ,002511,中顺洁柔,广东,造纸,中顺洁柔纸业股份有限公司,中小板,20101125
973,002512.SZ,002512,达华智能,福建,元器件,福州达华智能科技股份有限公司,中小板,20101203
974,002513.SZ,002513,蓝丰生化,江苏,农药化肥,江苏蓝丰生物化工股份有限公司,中小板,20101203
975,002514.SZ,002514,宝馨科技,江苏,机械基件,苏州宝馨科技实业股份有限公司,中小板,20101203
976,002515.SZ,002515,金字火腿,浙江,食品,金字火腿股份有限公司,中小板,20101203
977,002516.SZ,002516,旷达科技,江苏,纺织,旷达科技集团股份有限公司,中小板,20101207
978,002517.SZ,002517,恺英网络,福建,互联网,恺英网络股份有限公司,中小板,20101207
979,002518.SZ,002518,科士达,深圳,电器仪表,深圳科士达科技股份有限公司,中小板,20101207
980,002519.SZ,002519,银河电子,江苏,通信设备,江苏银河电子股份有限公司,中小板,20101207
981,002520.SZ,002520,日发精机,浙江,机床制造,浙江日发精密机械股份有限公司,中小板,20101210
982,002521.SZ,002521,齐峰新材,山东,造纸,齐峰新材料股份有限公司,中小板,20101210
983,002522.SZ,002522,浙江众成,浙江,塑料,浙江众成包装材料股份有限公司,中小板,20101210
984,002523.SZ,002523,天桥起重,湖南,工程机械,株洲天桥起重机股份有限公司,中小板,20101210
985,002524.SZ,002524,光正集团,新疆,医疗保健,光正集团股份有限公司,中小板,20101217
986,002526.SZ,002526,山东矿机,山东,工程机械,山东矿机集团股份有限公司,中小板,20101217
987,002527.SZ,002527,新时达,上海,电器仪表,上海新时达电气股份有限公司,中小板,20101224
988,002528.SZ,002528,英飞拓,深圳,电脑设备,深圳英飞拓科技股份有限公司,中小板,20101224
989,002529.SZ,002529,海源复材,福建,专用机械,福建海源复合材料科技股份有限公司,中小板,20101224
990,002530.SZ,002530,金财互联,江苏,专用机械,金财互联控股股份有限公司,中小板,20101231
991,002531.SZ,002531,天顺风能,江苏,电气设备,天顺风能(苏州)股份有限公司,中小板,20101231
992,002532.SZ,002532,新界泵业,浙江,农用机械,新界泵业集团股份有限公司,中小板,20101231
993,002533.SZ,002533,金杯电工,湖南,电气设备,金杯电工股份有限公司,中小板,20101231
994,002534.SZ,002534,杭锅股份,浙江,专用机械,杭州锅炉集团股份有限公司,中小板,20110110
995,002535.SZ,002535,林州重机,河南,工程机械,林州重机集团股份有限公司,中小板,20110111
996,002536.SZ,002536,西泵股份,河南,汽车配件,河南省西峡汽车水泵股份有限公司,中小板,20110111
997,002537.SZ,002537,海联金汇,山东,汽车整车,海联金汇科技股份有限公司,中小板,20110110
998,002538.SZ,002538,司尔特,安徽,农药化肥,安徽省司尔特肥业股份有限公司,中小板,20110118
999,002539.SZ,002539,云图控股,四川,农药化肥,成都云图控股股份有限公司,中小板,20110118
1000,002540.SZ,002540,亚太科技,江苏,铝,江苏亚太轻合金科技股份有限公司,中小板,20110118
1001,002541.SZ,002541,鸿路钢构,安徽,钢加工,安徽鸿路钢结构(集团)股份有限公司,中小板,20110118
1002,002542.SZ,002542,中化岩土,北京,建筑施工,中化岩土集团股份有限公司,中小板,20110128
1003,002543.SZ,002543,万和电气,广东,家用电器,广东万和新电气股份有限公司,中小板,20110128
1004,002544.SZ,002544,杰赛科技,广东,软件服务,广州杰赛科技股份有限公司,中小板,20110128
1005,002545.SZ,002545,东方铁塔,山东,钢加工,青岛东方铁塔股份有限公司,中小板,20110211
1006,002546.SZ,002546,新联电子,江苏,电气设备,南京新联电子股份有限公司,中小板,20110211
1007,002547.SZ,002547,春兴精工,江苏,通信设备,苏州春兴精工股份有限公司,中小板,20110218
1008,002548.SZ,002548,金新农,深圳,饲料,深圳市金新农科技股份有限公司,中小板,20110218
1009,002549.SZ,002549,凯美特气,湖南,环境保护,湖南凯美特气体股份有限公司,中小板,20110218
1010,002550.SZ,002550,千红制药,江苏,生物制药,常州千红生化制药股份有限公司,中小板,20110218
1011,002551.SZ,002551,尚荣医疗,深圳,医疗保健,深圳市尚荣医疗股份有限公司,中小板,20110225
1012,002552.SZ,002552,宝鼎科技,浙江,机械基件,宝鼎科技股份有限公司,中小板,20110225
1013,002553.SZ,002553,南方轴承,江苏,汽车配件,江苏南方轴承股份有限公司,中小板,20110225
1014,002554.SZ,002554,惠博普,北京,石油开采,华油惠博普科技股份有限公司,中小板,20110225
1015,002555.SZ,002555,三七互娱,安徽,互联网,芜湖三七互娱网络科技集团股份有限公司,中小板,20110302
1016,002556.SZ,002556,辉隆股份,安徽,其他商业,安徽辉隆农资集团股份有限公司,中小板,20110302
1017,002557.SZ,002557,洽洽食品,安徽,食品,洽洽食品股份有限公司,中小板,20110302
1018,002558.SZ,002558,巨人网络,重庆,互联网,巨人网络集团股份有限公司,中小板,20110302
1019,002559.SZ,002559,亚威股份,江苏,机床制造,江苏亚威机床股份有限公司,中小板,20110303
1020,002560.SZ,002560,通达股份,河南,电气设备,河南通达电缆股份有限公司,中小板,20110303
1021,002561.SZ,002561,徐家汇,上海,百货,上海徐家汇商城股份有限公司,中小板,20110303
1022,002562.SZ,002562,兄弟科技,浙江,化学制药,兄弟科技股份有限公司,中小板,20110310
1023,002563.SZ,002563,森马服饰,浙江,服饰,浙江森马服饰股份有限公司,中小板,20110311
1024,002564.SZ,002564,天沃科技,江苏,化工机械,苏州天沃科技股份有限公司,中小板,20110310
1025,002565.SZ,002565,顺灏股份,上海,造纸,上海顺灏新材料科技股份有限公司,中小板,20110318
1026,002566.SZ,002566,益盛药业,吉林,中成药,吉林省集安益盛药业股份有限公司,中小板,20110318
1027,002567.SZ,002567,唐人神,湖南,饲料,唐人神集团股份有限公司,中小板,20110325
1028,002568.SZ,002568,百润股份,上海,红黄药酒,上海百润投资控股集团股份有限公司,中小板,20110325
1029,002569.SZ,002569,*ST步森,浙江,服饰,浙江步森服饰股份有限公司,中小板,20110412
1030,002570.SZ,002570,贝因美,浙江,乳制品,贝因美婴童食品股份有限公司,中小板,20110412
1031,002571.SZ,002571,德力股份,安徽,玻璃,安徽德力日用玻璃股份有限公司,中小板,20110412
1032,002572.SZ,002572,索菲亚,广东,家居用品,索菲亚家居股份有限公司,中小板,20110412
1033,002573.SZ,002573,清新环境,北京,环境保护,北京清新环境技术股份有限公司,中小板,20110422
1034,002574.SZ,002574,明牌珠宝,浙江,服饰,浙江明牌珠宝股份有限公司,中小板,20110422
1035,002575.SZ,002575,群兴玩具,广东,文教休闲,广东群兴玩具股份有限公司,中小板,20110422
1036,002576.SZ,002576,通达动力,江苏,电气设备,江苏通达动力科技股份有限公司,中小板,20110428
1037,002577.SZ,002577,雷柏科技,深圳,电脑设备,深圳雷柏科技股份有限公司,中小板,20110428
1038,002578.SZ,002578,闽发铝业,福建,铝,福建省闽发铝业股份有限公司,中小板,20110428
1039,002579.SZ,002579,中京电子,广东,元器件,惠州中京电子科技股份有限公司,中小板,20110506
1040,002580.SZ,002580,圣阳股份,山东,电气设备,山东圣阳电源股份有限公司,中小板,20110506
1041,002581.SZ,002581,未名医药,山东,生物制药,山东未名生物医药股份有限公司,中小板,20110520
1042,002582.SZ,002582,好想你,河南,食品,好想你健康食品股份有限公司,中小板,20110520
1043,002583.SZ,002583,海能达,深圳,通信设备,海能达通信股份有限公司,中小板,20110527
1044,002584.SZ,002584,西陇科学,广东,化工原料,西陇科学股份有限公司,中小板,20110602
1045,002585.SZ,002585,双星新材,江苏,塑料,江苏双星彩塑新材料股份有限公司,中小板,20110602
1046,002586.SZ,002586,围海股份,浙江,建筑施工,浙江省围海建设集团股份有限公司,中小板,20110602
1047,002587.SZ,002587,奥拓电子,深圳,元器件,深圳市奥拓电子股份有限公司,中小板,20110610
1048,002588.SZ,002588,史丹利,山东,农药化肥,史丹利农业集团股份有限公司,中小板,20110610
1049,002589.SZ,002589,瑞康医药,山东,医药商业,瑞康医药集团股份有限公司,中小板,20110610
1050,002590.SZ,002590,万安科技,浙江,汽车配件,浙江万安科技股份有限公司,中小板,20110610
1051,002591.SZ,002591,恒大高新,江西,化工原料,江西恒大高新技术股份有限公司,中小板,20110621
1052,002592.SZ,002592,八菱科技,广西,汽车配件,南宁八菱科技股份有限公司,中小板,20111111
1053,002593.SZ,002593,日上集团,福建,汽车配件,厦门日上集团股份有限公司,中小板,20110628
1054,002594.SZ,002594,比亚迪,深圳,汽车整车,比亚迪股份有限公司,中小板,20110630
1055,002595.SZ,002595,豪迈科技,山东,专用机械,山东豪迈机械科技股份有限公司,中小板,20110628
1056,002596.SZ,002596,海南瑞泽,海南,其他建材,海南瑞泽新型建材股份有限公司,中小板,20110707
1057,002597.SZ,002597,金禾实业,安徽,化工原料,安徽金禾实业股份有限公司,中小板,20110707
1058,002598.SZ,002598,山东章鼓,山东,机械基件,山东省章丘鼓风机股份有限公司,中小板,20110707
1059,002599.SZ,002599,盛通股份,北京,广告包装,北京盛通印刷股份有限公司,中小板,20110715
1060,002600.SZ,002600,领益智造,广东,元器件,广东领益智造股份有限公司,中小板,20110715
1061,002601.SZ,002601,龙蟒佰利,河南,化工原料,龙蟒佰利联集团股份有限公司,中小板,20110715
1062,002602.SZ,002602,世纪华通,浙江,汽车配件,浙江世纪华通集团股份有限公司,中小板,20110728
1063,002603.SZ,002603,以岭药业,河北,中成药,石家庄以岭药业股份有限公司,中小板,20110728
1064,002604.SZ,002604,*ST龙力,山东,食品,山东龙力生物科技股份有限公司,中小板,20110728
1065,002605.SZ,002605,姚记扑克,上海,文教休闲,上海姚记扑克股份有限公司,中小板,20110805
1066,002606.SZ,002606,大连电瓷,辽宁,电气设备,大连电瓷集团股份有限公司,中小板,20110805
1067,002607.SZ,002607,中公教育,安徽,文教休闲,中公教育科技股份有限公司,中小板,20110810
1068,002608.SZ,002608,江苏国信,江苏,火力发电,江苏国信股份有限公司,中小板,20110810
1069,002609.SZ,002609,捷顺科技,深圳,软件服务,深圳市捷顺科技实业股份有限公司,中小板,20110815
1070,002610.SZ,002610,爱康科技,江苏,电气设备,江苏爱康科技股份有限公司,中小板,20110815
1071,002611.SZ,002611,东方精工,广东,轻工机械,广东东方精工科技股份有限公司,中小板,20110830
1072,002612.SZ,002612,朗姿股份,北京,服饰,朗姿股份有限公司,中小板,20110830
1073,002613.SZ,002613,北玻股份,河南,专用机械,洛阳北方玻璃技术股份有限公司,中小板,20110830
1074,002614.SZ,002614,奥佳华,福建,医疗保健,奥佳华智能健康科技集团股份有限公司,中小板,20110909
1075,002615.SZ,002615,哈尔斯,浙江,家居用品,浙江哈尔斯真空器皿股份有限公司,中小板,20110909
1076,002616.SZ,002616,长青集团,广东,环境保护,广东长青(集团)股份有限公司,中小板,20110920
1077,002617.SZ,002617,露笑科技,浙江,电气设备,露笑科技股份有限公司,中小板,20110920
1078,002618.SZ,002618,丹邦科技,深圳,元器件,深圳丹邦科技股份有限公司,中小板,20110920
1079,002619.SZ,002619,艾格拉斯,浙江,互联网,艾格拉斯股份有限公司,中小板,20110929
1080,002620.SZ,002620,瑞和股份,深圳,装修装饰,深圳瑞和建筑装饰股份有限公司,中小板,20110929
1081,002621.SZ,002621,美吉姆,辽宁,专用机械,大连美吉姆教育科技股份有限公司,中小板,20110929
1082,002622.SZ,002622,融钰集团,吉林,电气设备,融钰集团股份有限公司,中小板,20111018
1083,002623.SZ,002623,亚玛顿,江苏,玻璃,常州亚玛顿股份有限公司,中小板,20111013
1084,002624.SZ,002624,完美世界,浙江,影视音像,完美世界股份有限公司,中小板,20111028
1085,002625.SZ,002625,光启技术,浙江,汽车配件,光启技术股份有限公司,中小板,20111103
1086,002626.SZ,002626,金达威,福建,食品,厦门金达威集团股份有限公司,中小板,20111028
1087,002627.SZ,002627,宜昌交运,湖北,公共交通,湖北宜昌交运集团股份有限公司,中小板,20111103
1088,002628.SZ,002628,成都路桥,四川,建筑施工,成都市路桥工程股份有限公司,中小板,20111103
