,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,电力,14264085884.02,2062395082.15,12201690801.87,CNY
1,燃气,1260218149.01,,,CNY
2,蒸汽,89954101.31,,,CNY
3,运输业务,20562844.68,,,CNY
4,其他主营业务,2892574562.98,,,CNY
5,燃气,1260218149.01,282527117.18,977691031.83,CNY
6,蒸汽,89954101.31,63746172.48,26207928.83,CNY
7,运输业务,20562844.68,551065.24,20011779.44,CNY
8,其他主营业务,2892574562.98,2524286309.2,368288253.78,CNY
