,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,煤炭,17619051148.47,5270566005.85,12348485142.62,CNY
1,电力,99470420.31,-32253891.81,131724312.12,CNY
2,建材,393520687.65,38708963.63,354811724.02,CNY
3,化工,3308121473.42,491692614.12,2816428859.3,CNY
4,其他主营业务,38247986.03,-8637218.03,46885204.06,CNY
