,end_date,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,20181231,房地产,343778904.79,103113187.49,240665717.3,CNY
1,20181231,物业管理,2287014.62,-246691.41,2533706.03,CNY
2,20181231,其他业务,11863399.3,2751227.76,9112171.54,CNY
