,ann_date,f_ann_date,end_date,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,20190418,20190418,20181231,0.51,0.51,5225350140.12,5225350140.12,,,,,,,,,,,,,,,,19656982.28,,,5017701888.03,4624542328.71,,,19027035.25,11256682.45,194348654.87,-24715054.9,28539577.07,,,,,,,,,,,240287036.89,6293025.99,-2874246.37,,249454309.25,37255506.74,212198802.51,212198802.51,,-5930707.6,206268094.91,206268094.91,,195411095.65,228022224.0,,,
