,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,工程总承包,3655371545.77,245203559.73,3410167986.04,CNY
1,设计业务,985993866.1,231697898.36,754295967.74,CNY
2,监理业务,368431233.44,57545333.33,310885900.11,CNY
3,咨询业务,160345668.92,51489691.7,108855977.22,CNY
4,其他主营业务,18726472.1,4903221.32,13823250.78,CNY
5,其他业务,36481353.79,9968106.97,26513246.82,CNY
