,end_date,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,20181231,幕墙产品,2010704004.96,289774724.08,1720929280.88,CNY
1,20181231,房产销售,697518090.1,308017191.4,389500898.7,CNY
2,20181231,轨道交通设备,297686976.09,77892371.84,219794604.25,CNY
3,20181231,新能源分部,19625478.18,,,CNY
4,20181231,其他主营业务,23145602.73,,,CNY
