,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,混凝土机械,10165269434.72,2435604380.25,7729665054.47,CNY
1,起重机械,12472401687.61,3624835946.02,8847565741.59,CNY
2,其他机械和产品,4085116214.44,1114988353.86,2970127860.58,CNY
3,农业机械,1476704463.45,101645813.08,1375058650.37,CNY
4,金融服务,497051109.77,496385067.48,666042.29,CNY
