,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,酒店经营、物业管理收入,50423784.37,10418754.83,40005029.54,CNY
1,环保业务收入,430620698.79,134373864.73,296246834.06,CNY
2,其他业务,818950.15,547779.15,271171.0,CNY
