,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,供应链业务,225749847.59,9623940.14,216125907.45,CNY
1,物业管理,287526607.9,151460858.76,136065749.14,CNY
2,园区综合服务,920506282.87,17508895.58,902997387.29,CNY
3,环保工程,2196118516.59,296231761.47,1899886755.12,CNY
4,新能源收入,5043750344.48,748412630.85,4295337713.63,CNY
5,其他业务,2637865.71,1350929.3,1286936.41,CNY
