,end_date,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,20181231,手表零售服务业务,2090970707.5,514107944.07,1576862763.43,CNY
1,20181231,手表品牌业务,1102309603.8,768173914.58,334135689.22,CNY
2,20181231,精密加工,70742449.85,11309508.86,59432940.99,CNY
3,20181231,租赁,118323969.04,95849521.12,22474447.92,CNY
4,20181231,其他业务,18103869.71,17199937.07,903932.64,CNY
