,ann_date,f_ann_date,end_date,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,20190328,20190328,20181231,0.63,0.63,15208464606.83,15208464606.83,,,,,,,,,,,,,,,,-6750355.17,-7616511.28,,15095212836.46,11787991907.93,,,76019886.47,2745404009.37,468183227.52,11972946.11,5640859.06,,,,,,,,,,,689495075.97,2303938.89,61354364.24,,630444650.62,193149910.73,437294739.89,430946836.68,6347903.21,,437294739.89,430946836.68,6347903.21,167439509.18,534405120.02,,,
