,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,超市,14062213091.85,3215590778.1,10846622313.75,CNY
1,百货,1016687908.07,295013688.73,721674219.34,CNY
2,其他主营业务,595858559.96,145799018.86,450059541.1,CNY
3,内部抵销,-466294953.05,-235930786.79,-230364166.26,CNY
