,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,电连接器,4076831888.6,1509224838.05,2567607050.55,CNY
1,光器件,1493010004.5,328787808.37,1164222196.13,CNY
2,线缆组件及集成产品,1923822370.89,592370839.99,1331451530.9,CNY
3,流体、齿科及其他产品,322354392.42,114653430.96,207700961.46,CNY
