,end_date,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,20181231,其他业务,25329926.73,5624572.01,19705354.72,CNY
1,20181231,房地产,1595473065.4,1149973060.55,445500004.85,CNY
2,20181231,工程施工,370298109.36,11962568.16,358335541.2,CNY
3,20181231,物业管理,160011318.5,18477710.35,141533608.15,CNY
4,20181231,租赁,78128484.68,45056208.05,33072276.63,CNY
5,20181231,内部抵销,-54053662.07,5707110.39,-59760772.46,CNY
