,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,消费电子分销业务,54460383362.52,1239032752.95,53221350609.57,CNY
1,企业IT产品分销业务,26296790827.92,1785002843.56,24511787984.36,CNY
2,自主品牌,509690539.22,134940535.48,374750003.74,CNY
3,云服务,581044426.22,132985759.77,448058666.45,CNY
4,其他业务,10145337.35,4506696.48,5638640.87,CNY
