,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,试剂,662393722.8,314173245.85,348220476.95,CNY
1,仪器,173863411.21,35675856.96,138187554.25,CNY
2,技术服务咨询费,523477322.46,202712845.24,320764477.22,CNY
3,其他主营业务,26328452.72,5262264.84,21066187.88,CNY
4,金融服务,88746853.72,55937295.03,32809558.69,CNY
5,其他业务,3853365.32,1534521.84,2318843.48,CNY
