,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,315849077.05,141964876.58,173884200.47,CNY
1,精矿产品,3148438117.02,1263405995.36,1885032121.66,CNY
2,冶炼产品,4724044107.34,1060135540.25,3663908567.09,CNY
3,铝型材,540293340.87,101340077.78,438953263.09,CNY
4,幕墙门窗,494602416.7,54388456.13,440213960.57,CNY
5,电池材料,386823207.61,54207700.03,332615507.58,CNY
6,有色金属贸易,10877832317.2,12840402.45,10864991914.75,CNY
7,其他主营业务,391515275.18,50808933.11,340706342.07,CNY
8,内部抵销,-871233243.05,,-871233243.05,CNY
