,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,航空产品,7592582553.92,2261726365.97,5330856187.95,CNY
1,非航空产品,3775147741.78,673583532.19,3101564209.59,CNY
2,现代服务业及其他,269449660.76,125137803.42,144311857.34,CNY
