,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,名表,2237358253.15,585309215.32,1652049037.83,CNY
1,飞亚达表,979906003.52,666785342.32,313120661.2,CNY
2,租赁,109451504.76,91666250.2,17785254.56,CNY
3,其他业务,19093942.55,15396304.57,3697637.98,CNY
