,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,298049786.98,,,CNY
1,出版业务-一般图书,1725056870.09,528824731.6,1196232138.49,CNY
2,出版业务-期刊,10246705.61,,,CNY
3,出版业务-其他,38083418.28,,,CNY
4,发行业务-一般图书,5182225427.35,1604468860.73,3577756566.62,CNY
5,发行业务-音像制品,34293591.75,,,CNY
6,发行业务-其他,881191547.64,,,CNY
7,物资销售业务,2627620824.59,,,CNY
8,印刷业务,350965046.23,,,CNY
9,内部抵销,-2146613150.74,,,CNY
