,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,21635726.0,12252541.2,9383184.8,CNY
1,幕墙工程收入,3005772881.23,201607591.47,2804165289.76,CNY
2,幕墙玻璃制品,341675533.11,47346343.12,294329189.99,CNY
3,家电玻璃制品,106333097.93,22505937.63,83827160.3,CNY
4,幕墙门窗制品,116282644.34,19437850.69,96844793.65,CNY
5,特玻材料,1298700353.96,162971128.84,1135729225.12,CNY
6,内部抵销,-113617959.46,8669775.0,-122287734.46,CNY
