,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,合金制品,2959114634.59,435380333.73,2523734300.86,CNY
1,刀片及刀具,1330485039.13,509072916.89,821412122.24,CNY
2,IT工具,738487241.74,267593927.59,470893314.15,CNY
3,化合物及粉末,2449246560.49,277619684.87,2171626875.62,CNY
4,其他主营业务,699187025.64,80210093.62,618976932.02,CNY
