,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,污水处理,871192982.41,410629835.41,460563147.0,CNY
1,集中供热,115935318.4,-4653137.37,120588455.77,CNY
2,其他主营业务,39886799.53,39837076.24,49723.29,CNY
