,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,酒店经营、物业管理收入,51582291.71,6712723.36,44869568.35,CNY
1,环保业务收入,418155500.69,121762426.43,296393074.26,CNY
2,其他业务,16443183.35,15960517.37,482665.98,CNY
