,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,物业管理,2776484.7,-206626.75,2983111.45,CNY
1,房地产,495244010.0,268995315.05,226248694.95,CNY
2,其他业务,13794826.7,2181733.69,11613093.01,CNY
