,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,航空产品,32660116747.03,1842201774.29,30817914972.74,CNY
1,汽车零部件,3418876.37,-336919.26,3755795.63,CNY
2,铝合金型材,223395023.91,13570099.73,209824924.18,CNY
3,其他收入,996852184.0,291969143.33,704883040.67,CNY
4,内部抵销,-415461998.04,-10316058.18,-405145939.86,CNY
5,其他业务,,,94526589.75,CNY
