,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,92644089.0,60148552.0,32495537.0,CNY
1,平板及工程玻璃产业,6975512082.0,1796338299.0,5179173783.0,CNY
2,太阳能,3091397745.0,597506279.0,2493891466.0,CNY
3,电子及显示器玻璃产品,867223335.0,214576842.0,652646493.0,CNY
4,内部抵销,-147376505.0,-5527598.0,-141848907.0,CNY
5,其他业务,92644089.0,60148552.0,32495537.0,CNY
