,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,太阳能电力销售,3108965789.64,1985470624.6,1123495165.04,CNY
1,太阳能组件销售,1904484733.53,-490874.29,1904975607.82,CNY
2,其他主营业务,23523515.02,-14801046.1,38324561.12,CNY
