,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,楼宇工程,101162759.07,18318871.65,82843887.42,CNY
1,房地产,2702977707.69,836130709.43,1866846998.26,CNY
2,物业管理,3718256864.27,365457167.26,3352799697.01,CNY
3,其他主营业务,133249120.66,87297401.58,45951719.08,CNY
