,ann_date,f_ann_date,end_date,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,20190426,20190426,20181231,-0.2414,-0.2414,366868804.7,366868804.7,,,,,,,,,,,,,,,,3537764.73,3537764.73,,402175316.87,66479617.08,,,6927004.37,270885787.77,18719065.06,-1507419.71,23205485.19,,,,,,,,,,,-23860747.44,3494037.94,5733229.74,,-26099939.24,-4487257.14,-21612682.1,-20270783.78,-1341898.32,-152759.66,-21765441.76,-20423543.44,-1341898.32,-6154516.12,-436783.92,,,
