,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他主营业务,87373770.24,64133682.44,23240087.8,CNY
1,注射用三磷酸胞苷二钠,22874716.43,21975247.37,899469.06,CNY
2,注射用三磷酸腺苷二钠氯化镁,23360066.78,6186795.09,17173271.69,CNY
3,创世神曲,26142195.31,18737801.72,7404393.59,CNY
4,注射用盐酸罂粟碱,87199491.92,77512913.42,9686578.5,CNY
5,注射用复方二氯醋酸二异丙胺,105078156.33,100728805.15,4349351.18,CNY
6,注射用门冬氨酸钾镁,14840407.69,11113942.43,3726465.26,CNY
