,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,发动机控制系统及部件,2174273370.78,616691129.6,1557582241.18,CNY
1,国际合作业务,314849328.77,65650128.65,249199200.12,CNY
2,非航民品及其他,257284957.82,67331190.25,189953767.57,CNY
