,ann_date,f_ann_date,end_date,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,20190417,20190417,20181231,-128423930.33,1392283.94,787037978.52,2384689.69,,,,,,,,,,,,100075866.99,889498535.2,533305280.49,153849967.68,37080290.13,,,,,,126351333.57,850586871.87,38911663.33,,22854277.67,1910500.0,18965.52,,24783743.19,91679131.38,8681500.0,,24500000.0,,124860631.38,-100076888.19,70792000.0,,,74808196.21,,52800000.0,2270633.45,,,55070633.45,19737562.76,-190271.94,-41617934.04,159385808.23,117767874.19,4016196.21,4016196.21,,120235738.8,77575199.13,2295562.18,255537.16,,,-4310.14,394173.89,,-602378.33,9339634.33,,-64090560.28,38129310.38,-19436119.73,1851522.33,38911663.33,,,,117767874.19,159385808.23,0.0,0.0,-41617934.04
1,20190417,20190417,20181231,-128423930.33,1392283.94,787037978.52,2384689.69,,,,,,,,,,,,100075866.99,889498535.2,533305280.49,153849967.68,37080290.13,,,,,,126351333.57,850586871.87,38911663.33,,22854277.67,1910500.0,18965.52,,24783743.19,91679131.38,8681500.0,,24500000.0,,124860631.38,-100076888.19,70792000.0,,,74808196.21,-106200712.25,52800000.0,2270633.45,,,55070633.45,19737562.76,-190271.94,-41617934.04,159385808.23,117767874.19,4016196.21,4016196.21,,120235738.8,77575199.13,2295562.18,255537.16,,,-4310.14,394173.89,,-602378.33,9339634.33,,-64090560.28,38129310.38,-19436119.73,1851522.33,38911663.33,,,,117767874.19,159385808.23,0.0,0.0,-41617934.04
