,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,6335179.58,3546406.53,2788773.05,CNY
1,餐厨用具,123949509.26,31474574.21,92474935.05,CNY
2,酒具水具,565870775.42,103946658.96,461924116.46,CNY
3,其他用具,98500185.3,9503958.45,88996226.85,CNY
