,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,水泥,7511674287.62,2765232841.94,4746441445.68,CNY
1,混凝土,2317020610.64,451023086.04,1865997524.6,CNY
2,熟料,149990691.19,43651512.2,106339178.99,CNY
3,新型砖,162267688.29,41495434.53,120772253.76,CNY
4,其他主营业务,42443941.4,12883499.4,29560442.0,CNY
5,其他业务,24121399.38,8483496.65,15637902.73,CNY
