,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,12994953.32,4376620.84,8618332.48,CNY
1,房地产,497798666.06,95210501.27,402588164.79,CNY
2,物业管理,2347403.99,-450553.22,2797957.21,CNY
