,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,19737720.59,8303518.91,11434201.68,CNY
1,磁材产品,4143803576.27,805901593.05,3337901983.22,CNY
2,电动自行车,1000149.21,299870.14,700279.07,CNY
