,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,48984918.29,45100898.63,3884019.66,CNY
1,餐饮,1276828374.08,878489106.12,398339267.96,CNY
2,商品销售,451445354.16,143272808.31,308172545.85,CNY
