,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他主营业务,3694714.14,3653676.4,41037.74,CNY
1,煤炭、铁精粉,1446711873.72,23819800.11,1422892073.61,CNY
2,广告业务,1114146265.11,160779809.18,953366455.93,CNY
3,其他业务,26911775.94,25707825.44,1203950.5,CNY
