,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,专业整机及核心零部件,2331331464.59,78638983.54,2252692481.05,CNY
1,新型电子元器件,2976303770.54,1260788927.88,1715514842.66,CNY
2,现代电子商贸与园区服务,29936292.09,2589248.01,27347044.08,CNY
