,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,托管手续费收入,889760930.62,,,CNY
1,代理手续费收入,39273332.19,,,CNY
2,外汇结售汇手续费收入,502846469.96,,,CNY
3,委托业务手续费收入,185272456.32,,,CNY
4,保险业务手续费收入,161636284.82,,,CNY
5,租赁业务手续费收入,126945112.73,,,CNY
6,利息收入,30247916449.46,,,CNY
7,已赚保费,935172110.54,,,CNY
8,其他收入,627329984.72,,,CNY
9,其他业务,169446695.01,,,CNY
