,bz_item,bz_sales,bz_profit,bz_cost,curr_type
0,其他业务,65394411.03,7060588.18,58333822.85,CNY
1,信息显示玻璃,311272421.11,88815684.3,222456736.81,CNY
2,光电玻璃,1026081355.6,209604055.88,816477299.72,CNY
